year,age,sex,imd_quintile,p_start_1month
2017,12,2,3,0.005454951352877657
2017,12,2,4,0.005982469564093207
2017,12,2,5,0.007768340433233822
2017,12,1,1,0.005898340384793088
2017,12,1,2,0.005678041971464376
2017,12,1,3,0.006090819175149087
2017,12,1,4,0.006661296021258645
2017,12,1,5,0.008943449742452203
2017,13,2,1,0.004506522821737913
2017,13,2,2,0.004313212068588812
2017,13,2,3,0.005451859092236111
2017,13,2,4,0.005868403234234654
2017,13,2,5,0.007507918209933129
2017,13,1,1,0.006134474113907107
2017,13,1,2,0.0059351661033080205
2017,13,1,3,0.006487400726705728
2017,13,1,4,0.006887139024760569
2017,13,1,5,0.00917655237036652
2017,14,2,1,0.004257179207808104
2017,14,2,2,0.004188130457199124
2017,14,2,3,0.005267450484338743
2017,14,2,4,0.005421687909284878
2017,14,2,5,0.006753581288973964
2017,14,1,1,0.006389624527253335
2017,14,1,2,0.006170134007327022
2017,14,1,3,0.00697465868879954
2017,14,1,4,0.0070745637618442325
2017,14,1,5,0.009569948481139456
2017,15,2,1,0.0036878174981991307
2017,15,2,2,0.0036419558580285116
2017,15,2,3,0.004510144345570732
2017,15,2,4,0.0044905667599849375
2017,15,2,5,0.005523578236876769
2017,15,1,1,0.005945321552986549
2017,15,1,2,0.005737656988519024
2017,15,1,3,0.006593820410190854
2017,15,1,4,0.006595441400465751
2017,15,1,5,0.008902532632757865
2017,16,2,1,0.0028302178174391956
2017,16,2,2,0.002829026377165089
2017,16,2,3,0.00345255164952063
2017,16,2,4,0.003241434610289584
2017,16,2,5,0.004000022476964293
2017,16,1,1,0.004896115537220358
2017,16,1,2,0.004895026695900917
2017,16,1,3,0.005598890882583918
2017,16,1,4,0.0056286404753068675
2017,16,1,5,0.007559453428635288
2017,17,2,1,0.0020793686672718747
2017,17,2,2,0.001965327304784825
2017,17,2,3,0.002435187809386341
2017,17,2,4,0.002136170216939015
2017,17,2,5,0.0026335886493962235
2017,17,1,1,0.0035862936731508865
2017,17,1,2,0.003685251665866418
2017,17,1,3,0.00421147204578487
2017,17,1,4,0.004386615299198926
2017,17,1,5,0.005674299095010604
2017,18,2,1,0.0014092453035885466
2017,18,2,2,0.0013399984509017138
2017,18,2,3,0.0016033507800566893
2017,18,2,4,0.001288422875474704
2017,18,2,5,0.0015834440755261303
2017,18,1,1,0.0024268115899116482
2017,18,1,2,0.0026191363640540866
2017,18,1,3,0.002925752845807872
2017,18,1,4,0.0032189921649046216
2017,18,1,5,0.00399476649003816
2017,19,2,1,0.0009759157778055361
2017,19,2,2,0.0008913337893170503
2017,19,2,3,0.0010388339583228268
2017,19,2,4,0.0008734507870385988
2017,19,2,5,0.00095774432999296
2017,19,1,1,0.001585349012558579
2017,19,1,2,0.0017568340481709521
2017,19,1,3,0.0018366791374926361
2017,19,1,4,0.002178055312938576
2017,19,1,5,0.002607415691580073
2017,20,2,1,0.0005841745606219861
2017,20,2,2,0.0005992931523103318
2017,20,2,3,0.000643050317740701
2017,20,2,4,0.0005782534686225027
2017,20,2,5,0.0006369698047163919
2017,20,1,1,0.0010467468553304604
2017,20,1,2,0.001264633384792213
2017,20,1,3,0.0012808918622583265
2017,20,1,4,0.001499139430117702
2017,20,1,5,0.0016912449622632497
2017,21,2,1,0.0004318415690659494
2017,21,2,2,0.00044576026749931774
2017,21,2,3,0.0004889448140069641
2017,21,2,4,0.0004558728558227143
2017,21,2,5,0.00048698021400417346
2017,21,1,1,0.0007830200749868732
2017,21,1,2,0.0010094733031311698
2017,21,1,3,0.0009990274438910207
2017,21,1,4,0.0011293249589987564
2017,21,1,5,0.0012312407128267644
2017,22,2,1,0.0004318415690659494
2017,22,2,2,0.00044576026749931774
2017,22,2,3,0.0004889448140069641
2017,22,2,4,0.0004558728558227143
2017,22,2,5,0.00048698021400417346
2017,22,1,1,0.0007830200749868732
2017,22,1,2,0.0010094733031311698
2017,22,1,3,0.0009990274438910207
2017,22,1,4,0.0011293249589987564
2017,22,1,5,0.0012312407128267644
2017,23,2,1,0.0004318415690659494
2017,23,2,2,0.00044576026749931774
2017,23,2,3,0.0004889448140069641
2017,23,2,4,0.0004558728558227143
2017,23,2,5,0.00048698021400417346
2017,23,1,1,0.0007830200749868732
2017,23,1,2,0.0010094733031311698
2017,23,1,3,0.0009990274438910207
2017,23,1,4,0.0011293249589987564
2017,23,1,5,0.0012312407128267644
2017,24,2,1,0.0004318415690659494
2017,24,2,2,0.00044576026749931774
2017,24,2,3,0.0004889448140069641
2017,24,2,4,0.0004558728558227143
2017,24,2,5,0.00048698021400417346
2017,24,1,1,0.0007830200749868732
2017,24,1,2,0.0010094733031311698
2017,24,1,3,0.0009990274438910207
2017,24,1,4,0.0011293249589987564
2017,24,1,5,0.0012312407128267644
2017,25,2,1,0.0004318415690659494
2017,25,2,2,0.00044576026749931774
2017,25,2,3,0.0004889448140069641
2017,25,2,4,0.0004558728558227143
2017,25,2,5,0.00048698021400417346
2017,25,1,1,0.0007830200749868732
2017,25,1,2,0.0010094733031311698
2017,25,1,3,0.0009990274438910207
2017,25,1,4,0.0011293249589987564
2017,25,1,5,0.0012312407128267644
2017,26,2,1,0.0004318415690659494
2017,26,2,2,0.00044576026749931774
2017,26,2,3,0.0004889448140069641
2017,26,2,4,0.0004558728558227143
2017,26,2,5,0.00048698021400417346
2017,26,1,1,0.0007830200749868732
2017,26,1,2,0.0010094733031311698
2017,26,1,3,0.0009990274438910207
2017,26,1,4,0.0011293249589987564
2017,26,1,5,0.0012312407128267644
2017,27,2,1,0.0004318415690659494
2017,27,2,2,0.00044576026749931774
2017,27,2,3,0.0004889448140069641
2017,27,2,4,0.0004558728558227143
2017,27,2,5,0.00048698021400417346
2017,27,1,1,0.0007830200749868732
2017,27,1,2,0.0010094733031311698
2017,27,1,3,0.0009990274438910207
2017,27,1,4,0.0011293249589987564
2017,27,1,5,0.0012312407128267644
2017,28,2,1,0.0004318415690659494
2017,28,2,2,0.00044576026749931774
2017,28,2,3,0.0004889448140069641
2017,28,2,4,0.0004558728558227143
2017,28,2,5,0.00048698021400417346
2017,28,1,1,0.0007830200749868732
2017,28,1,2,0.0010094733031311698
2017,28,1,3,0.0009990274438910207
2017,28,1,4,0.0011293249589987564
2017,28,1,5,0.0012312407128267644
2017,29,2,1,0.0004318415690659494
2017,29,2,2,0.00044576026749931774
2017,29,2,3,0.0004889448140069641
2017,29,2,4,0.0004558728558227143
2017,29,2,5,0.00048698021400417346
2017,29,1,1,0.0007830200749868732
2017,29,1,2,0.0010094733031311698
2017,29,1,3,0.0009990274438910207
2017,29,1,4,0.0011293249589987564
2017,29,1,5,0.0012312407128267644
2017,30,2,1,0.0004318415690659494
2017,30,2,2,0.00044576026749931774
2017,30,2,3,0.0004889448140069641
2017,30,2,4,0.0004558728558227143
2017,30,2,5,0.00048698021400417346
2017,30,1,1,0.0007830200749868732
2017,30,1,2,0.0010094733031311698
2017,30,1,3,0.0009990274438910207
2017,30,1,4,0.0011293249589987564
2017,30,1,5,0.0012312407128267644
2018,12,2,1,0.004444557234143609
2018,12,2,2,0.004233740844544975
2018,12,2,3,0.005347745237322399
2018,12,2,4,0.005856764306719442
2018,12,2,5,0.007671846320403075
2018,12,1,1,0.005826692692624258
2018,12,1,2,0.005617212528338467
2018,12,1,3,0.006007858467127591
2018,12,1,4,0.006592578732042997
2018,12,1,5,0.00895546246351353
2018,13,2,1,0.004427329425040316
2018,13,2,2,0.00422037393496788
2018,13,2,3,0.005339144294465692
2018,13,2,4,0.0057448077827607635
2018,13,2,5,0.007417712572294954
2018,13,1,1,0.006054161905052258
2018,13,1,2,0.005863867932118794
2018,13,1,3,0.006382959444045655
2018,13,1,4,0.006815319910230766
2018,13,1,5,0.009189544291878238
2018,14,2,1,0.0041843718563427945
2018,14,2,2,0.00409355852060489
2018,14,2,3,0.005152064990419647
2018,14,2,4,0.005297061776719847
2018,14,2,5,0.006675644035970096
2018,14,1,1,0.006302304658986291
2018,14,1,2,0.006079561648540954
2018,14,1,3,0.006846086369749038
2018,14,1,4,0.0069935296651574275
2018,14,1,5,0.009570310684197114
2018,15,2,1,0.0036189513575132226
2018,15,2,2,0.0035525606506053853
2018,15,2,3,0.0044016066733115755
2018,15,2,4,0.004379948024587854
2018,15,2,5,0.005464874524753638
2018,15,1,1,0.005871877066754072
2018,15,1,2,0.005636972398779028
2018,15,1,3,0.0064500516784300466
2018,15,1,4,0.006510848020478521
2018,15,1,5,0.008900839161622431
2018,16,2,1,0.002764291978888833
2018,16,2,2,0.002742849321090146
2018,16,2,3,0.003357581978556956
2018,16,2,4,0.003148762753429457
2018,16,2,5,0.003953608980223455
2018,16,1,1,0.004821849460309835
2018,16,1,2,0.004773262369421438
2018,16,1,3,0.0054585357414347335
2018,16,1,4,0.005542719417783171
2018,16,1,5,0.007533664667217388
2018,17,2,1,0.0020115611635358466
2018,17,2,2,0.0018796435410164403
2018,17,2,3,0.002353507451824277
2018,17,2,4,0.002067595943353484
2018,17,2,5,0.0025907659533658256
2018,17,1,1,0.0034999541764126896
2018,17,1,2,0.003562869774157318
2018,17,1,3,0.004086125784516725
2018,17,1,4,0.004295525266523215
2018,17,1,5,0.005638482578104953
2018,18,2,1,0.001338626860111325
2018,18,2,2,0.0012587694837524754
2018,18,2,3,0.0015318738229371798
2018,18,2,4,0.0012365889818379827
2018,18,2,5,0.001543354371040584
2018,18,1,1,0.0023228200907247087
2018,18,1,2,0.0025019127069855207
2018,18,1,3,0.0028230893145214653
2018,18,1,4,0.0031264715063485937
2018,18,1,5,0.0039317555109011915
2018,19,2,1,0.0009109188359601728
2018,19,2,2,0.0008240843735632941
2018,19,2,3,0.0009774806443868522
2018,19,2,4,0.0008354414206604988
2018,19,2,5,0.0009214693541311769
2018,19,1,1,0.0014939239700864082
2018,19,1,2,0.0016671903339553484
2018,19,1,3,0.0017564007276986704
2018,19,1,4,0.0020934860192109994
2018,19,1,5,0.002542792688155382
2018,20,2,1,0.0005275571142234758
2018,20,2,2,0.0005491664921216666
2018,20,2,3,0.0005911834498449897
2018,20,2,4,0.0005447080734212184
2018,20,2,5,0.0006080926156936117
2018,20,1,1,0.0009765022673386969
2018,20,1,2,0.0011831357002844989
2018,20,1,3,0.001214115034370078
2018,20,1,4,0.0014267317102458765
2018,20,1,5,0.0016215947908254646
2018,21,2,1,0.0003836106041376075
2018,21,2,2,0.0004055178534502213
2018,21,2,3,0.0004433298654804574
2018,21,2,4,0.0004263668615711591
2018,21,2,5,0.0004616193963288273
2018,21,1,1,0.0007279631109456952
2018,21,1,2,0.0009373800922706232
2018,21,1,3,0.0009373877346164905
2018,21,1,4,0.0010656532393751306
2018,21,1,5,0.0011678648264515923
2018,22,2,1,0.0003836106041376075
2018,22,2,2,0.0004055178534502213
2018,22,2,3,0.0004433298654804574
2018,22,2,4,0.0004263668615711591
2018,22,2,5,0.0004616193963288273
2018,22,1,1,0.0007279631109456952
2018,22,1,2,0.0009373800922706232
2018,22,1,3,0.0009373877346164905
2018,22,1,4,0.0010656532393751306
2018,22,1,5,0.0011678648264515923
2018,23,2,1,0.0003836106041376075
2018,23,2,2,0.0004055178534502213
2018,23,2,3,0.0004433298654804574
2018,23,2,4,0.0004263668615711591
2018,23,2,5,0.0004616193963288273
2018,23,1,1,0.0007279631109456952
2018,23,1,2,0.0009373800922706232
2018,23,1,3,0.0009373877346164905
2018,23,1,4,0.0010656532393751306
2018,23,1,5,0.0011678648264515923
2018,24,2,1,0.0003836106041376075
2018,24,2,2,0.0004055178534502213
2018,24,2,3,0.0004433298654804574
2018,24,2,4,0.0004263668615711591
2018,24,2,5,0.0004616193963288273
2018,24,1,1,0.0007279631109456952
2018,24,1,2,0.0009373800922706232
2018,24,1,3,0.0009373877346164905
2018,24,1,4,0.0010656532393751306
2018,24,1,5,0.0011678648264515923
2018,25,2,1,0.0003836106041376075
2018,25,2,2,0.0004055178534502213
2018,25,2,3,0.0004433298654804574
2018,25,2,4,0.0004263668615711591
2018,25,2,5,0.0004616193963288273
2018,25,1,1,0.0007279631109456952
2018,25,1,2,0.0009373800922706232
2018,25,1,3,0.0009373877346164905
2018,25,1,4,0.0010656532393751306
2018,25,1,5,0.0011678648264515923
2018,26,2,1,0.0003836106041376075
2018,26,2,2,0.0004055178534502213
2018,26,2,3,0.0004433298654804574
2018,26,2,4,0.0004263668615711591
2018,26,2,5,0.0004616193963288273
2018,26,1,1,0.0007279631109456952
2018,26,1,2,0.0009373800922706232
2018,26,1,3,0.0009373877346164905
2018,26,1,4,0.0010656532393751306
2018,26,1,5,0.0011678648264515923
2018,27,2,1,0.0003836106041376075
2018,27,2,2,0.0004055178534502213
2018,27,2,3,0.0004433298654804574
2018,27,2,4,0.0004263668615711591
2018,27,2,5,0.0004616193963288273
2018,27,1,1,0.0007279631109456952
2018,27,1,2,0.0009373800922706232
2018,27,1,3,0.0009373877346164905
2018,27,1,4,0.0010656532393751306
2018,27,1,5,0.0011678648264515923
2018,28,2,1,0.0003836106041376075
2018,28,2,2,0.0004055178534502213
2018,28,2,3,0.0004433298654804574
2018,28,2,4,0.0004263668615711591
2018,28,2,5,0.0004616193963288273
2018,28,1,1,0.0007279631109456952
2018,28,1,2,0.0009373800922706232
2018,28,1,3,0.0009373877346164905
2018,28,1,4,0.0010656532393751306
2018,28,1,5,0.0011678648264515923
2018,29,2,1,0.0003836106041376075
2018,29,2,2,0.0004055178534502213
2018,29,2,3,0.0004433298654804574
2018,29,2,4,0.0004263668615711591
2018,29,2,5,0.0004616193963288273
2018,29,1,1,0.0007279631109456952
2018,29,1,2,0.0009373800922706232
2018,29,1,3,0.0009373877346164905
2018,29,1,4,0.0010656532393751306
2018,29,1,5,0.0011678648264515923
2018,30,2,1,0.0003836106041376075
2018,30,2,2,0.0004055178534502213
2018,30,2,3,0.0004433298654804574
2018,30,2,4,0.0004263668615711591
2018,30,2,5,0.0004616193963288273
2018,30,1,1,0.0007279631109456952
2018,30,1,2,0.0009373800922706232
2018,30,1,3,0.0009373877346164905
2018,30,1,4,0.0010656532393751306
2018,30,1,5,0.0011678648264515923
2019,12,2,1,0.004364428207800697
2019,12,2,2,0.004153266780052234
2019,12,2,3,0.0052478019952481025
2019,12,2,4,0.005715725027448215
2019,12,2,5,0.007584912566292679
2019,12,1,1,0.005751498254148668
2019,12,1,2,0.005562179144734558
2019,12,1,3,0.005933661039067117
2019,12,1,4,0.006523786501269502
2019,12,1,5,0.00896684171143669
2019,13,2,1,0.004347636355704676
2019,13,2,2,0.004137969725907853
2019,13,2,3,0.005234168827501828
2019,13,2,4,0.005606145084175229
2019,13,2,5,0.007336415353567549
2019,13,1,1,0.005969952399348499
2019,13,1,2,0.005799440333206229
2019,13,1,3,0.0062897621457465025
2019,13,1,4,0.006743429235508525
2019,13,1,5,0.009201851896023405
2019,14,2,1,0.004111072584808695
2019,14,2,2,0.004009700951964179
2019,14,2,3,0.0050447322092131985
2019,14,2,4,0.005157537003445567
2019,14,2,5,0.0066053765952697185
2019,14,1,1,0.006210798154214658
2019,14,1,2,0.005997919090704795
2019,14,1,3,0.006731598935693972
2019,14,1,4,0.006912494664000346
2019,14,1,5,0.009570653376886118
2019,15,2,1,0.0035497339045548193
2019,15,2,2,0.003473447766880744
2019,15,2,3,0.00430086557624676
2019,15,2,4,0.004256340967463301
2019,15,2,5,0.0054119073554383945
2019,15,1,1,0.005794812576670916
2019,15,1,2,0.005546462076119085
2019,15,1,3,0.006322440024685849
2019,15,1,4,0.006426369846690094
2019,15,1,5,0.008899237245618585
2019,16,2,1,0.002698346827708642
2019,16,2,2,0.0026670270701202314
2019,16,2,3,0.0032697448943767027
2019,16,2,4,0.003045673055503184
2019,16,2,5,0.003911773631215643
2019,16,1,1,0.0047441515308508375
2019,16,1,2,0.004664570482800334
2019,16,1,3,0.005334353218289012
2019,16,1,4,0.005457127886721591
2019,16,1,5,0.007509342950288378
2019,17,2,1,0.0019443878616814958
2019,17,2,2,0.0018052301201172405
2019,17,2,3,0.0022784251189083005
2019,17,2,4,0.001991621003715971
2019,17,2,5,0.002552341933577451
2019,17,1,1,0.003410460303710172
2019,17,1,2,0.003454520648869419
2019,17,1,3,0.00397574211448759
2019,17,1,4,0.0042052914874366465
2019,17,1,5,0.00560479712007822
2019,18,2,1,0.0012699486872936872
2019,18,2,2,0.0011894250511192972
2019,18,2,3,0.0014669069559942738
2019,18,2,4,0.0011796847562880464
2019,18,2,5,0.0015076999473115915
2019,18,1,1,0.002217155577911356
2019,18,1,2,0.0023993214458332135
2019,18,1,3,0.0027331664462492133
2019,18,1,4,0.003035570785830166
2019,18,1,5,0.0038730330025805726
2019,19,2,1,0.0008488204658277931
2019,19,2,2,0.0007675439284146046
2019,19,2,3,0.0009225435076432031
2019,19,2,4,0.0007938710523620607
2019,19,2,5,0.0008896059332873518
2019,19,1,1,0.0014025180387148284
2019,19,1,2,0.0015892424736825284
2019,19,1,3,0.0016866935033016395
2019,19,1,4,0.0020112695431808714
2019,19,1,5,0.0024831041366577544
2019,20,2,1,0.00047524495519302157
2019,20,2,2,0.0005073828235993005
2019,20,2,3,0.0005457837758761075
2019,20,2,4,0.0005086168385869394
2019,20,2,5,0.0005829165400618175
2019,20,1,1,0.0009070067088683409
2019,20,1,2,0.001113234740088953
2019,20,1,3,0.0011566234670656872
2019,20,1,4,0.001357041530900549
2019,20,1,5,0.0015583145450733804
2019,21,2,1,0.00033978668283252134
2019,21,2,2,0.00037220705361185047
2019,21,2,3,0.00040393962500329117
2019,21,2,4,0.0003948648553314671
2019,21,2,5,0.0004396588474041563
2019,21,1,1,0.0006736913017154622
2019,21,1,2,0.0008759904519428652
2019,21,1,3,0.0008848316802404499
2019,21,1,4,0.0010048978589789481
2019,21,1,5,0.0011108890887883138
2019,22,2,1,0.00033978668283252134
2019,22,2,2,0.00037220705361185047
2019,22,2,3,0.00040393962500329117
2019,22,2,4,0.0003948648553314671
2019,22,2,5,0.0004396588474041563
2019,22,1,1,0.0006736913017154622
2019,22,1,2,0.0008759904519428652
2019,22,1,3,0.0008848316802404499
2019,22,1,4,0.0010048978589789481
2019,22,1,5,0.0011108890887883138
2019,23,2,1,0.00033978668283252134
2019,23,2,2,0.00037220705361185047
2019,23,2,3,0.00040393962500329117
2019,23,2,4,0.0003948648553314671
2019,23,2,5,0.0004396588474041563
2019,23,1,1,0.0006736913017154622
2019,23,1,2,0.0008759904519428652
2019,23,1,3,0.0008848316802404499
2019,23,1,4,0.0010048978589789481
2019,23,1,5,0.0011108890887883138
2019,24,2,1,0.00033978668283252134
2019,24,2,2,0.00037220705361185047
2019,24,2,3,0.00040393962500329117
2019,24,2,4,0.0003948648553314671
2019,24,2,5,0.0004396588474041563
2019,24,1,1,0.0006736913017154622
2019,24,1,2,0.0008759904519428652
2019,24,1,3,0.0008848316802404499
2019,24,1,4,0.0010048978589789481
2019,24,1,5,0.0011108890887883138
2019,25,2,1,0.00033978668283252134
2019,25,2,2,0.00037220705361185047
2019,25,2,3,0.00040393962500329117
2019,25,2,4,0.0003948648553314671
2019,25,2,5,0.0004396588474041563
2019,25,1,1,0.0006736913017154622
2019,25,1,2,0.0008759904519428652
2019,25,1,3,0.0008848316802404499
2019,25,1,4,0.0010048978589789481
2019,25,1,5,0.0011108890887883138
2019,26,2,1,0.00033978668283252134
2019,26,2,2,0.00037220705361185047
2019,26,2,3,0.00040393962500329117
2019,26,2,4,0.0003948648553314671
2019,26,2,5,0.0004396588474041563
2019,26,1,1,0.0006736913017154622
2019,26,1,2,0.0008759904519428652
2019,26,1,3,0.0008848316802404499
2019,26,1,4,0.0010048978589789481
2019,26,1,5,0.0011108890887883138
2019,27,2,1,0.00033978668283252134
2019,27,2,2,0.00037220705361185047
2019,27,2,3,0.00040393962500329117
2019,27,2,4,0.0003948648553314671
2019,27,2,5,0.0004396588474041563
2019,27,1,1,0.0006736913017154622
2019,27,1,2,0.0008759904519428652
2019,27,1,3,0.0008848316802404499
2019,27,1,4,0.0010048978589789481
2019,27,1,5,0.0011108890887883138
2019,28,2,1,0.00033978668283252134
2019,28,2,2,0.00037220705361185047
2019,28,2,3,0.00040393962500329117
2019,28,2,4,0.0003948648553314671
2019,28,2,5,0.0004396588474041563
2019,28,1,1,0.0006736913017154622
2019,28,1,2,0.0008759904519428652
2019,28,1,3,0.0008848316802404499
2019,28,1,4,0.0010048978589789481
2019,28,1,5,0.0011108890887883138
2019,29,2,1,0.00033978668283252134
2019,29,2,2,0.00037220705361185047
2019,29,2,3,0.00040393962500329117
2019,29,2,4,0.0003948648553314671
2019,29,2,5,0.0004396588474041563
2019,29,1,1,0.0006736913017154622
2019,29,1,2,0.0008759904519428652
2019,29,1,3,0.0008848316802404499
2019,29,1,4,0.0010048978589789481
2019,29,1,5,0.0011108890887883138
2019,30,2,1,0.00033978668283252134
2019,30,2,2,0.00037220705361185047
2019,30,2,3,0.00040393962500329117
2019,30,2,4,0.0003948648553314671
2019,30,2,5,0.0004396588474041563
2019,30,1,1,0.0006736913017154622
2019,30,1,2,0.0008759904519428652
2019,30,1,3,0.0008848316802404499
2019,30,1,4,0.0010048978589789481
2019,30,1,5,0.0011108890887883138
